variavel;ano;regiao;valor
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;AGUA RASA;39
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ALTO DE PINHEIROS;8
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ANHANGUERA;73
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ARICANDUVA;14
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ARTUR ALVIM;79
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;BARRA FUNDA;2
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;BELA VISTA;29
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;BELEM;57
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;BOM RETIRO;45
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;BRAS;13
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;BRASILANDIA;135
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;BUTANTA;49
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CACHOEIRINHA;74
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CAMBUCI;12
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CAMPO BELO;20
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CAMPO GRANDE;29
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CAMPO LIMPO;157
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CANGAIBA;138
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CAPAO REDONDO;152
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CARRAO;49
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CASA VERDE;111
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CIDADE ADEMAR;92
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CIDADE DUTRA;70
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CIDADE LIDER;72
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CIDADE TIRADENTES;165
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CONSOLACAO;2
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CURSINO;20
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ERMELINO MATARAZZO;110
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;FREGUESIA DO O;97
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;GRAJAU;108
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;GUAIANASES;52
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;IGUATEMI;102
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;IPIRANGA;29
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ITAIM BIBI;13
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ITAIM PAULISTA;146
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ITAQUERA;82
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JABAQUARA;68
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JACANA;47
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JAGUARA;8
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JAGUARE;69
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JARAGUA;116
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JARDIM ANGELA;135
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JARDIM HELENA;94
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JARDIM PAULISTA;5
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JARDIM SAO LUIS;104
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JOSE BONIFACIO;38
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;LAJEADO;108
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;LAPA;28
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;LIBERDADE;15
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;LIMAO;49
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;MANDAQUI;33
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;MARSILAC;2
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;MOEMA;10
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;MOOCA;82
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;MORUMBI;37
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PARELHEIROS;33
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PARI;19
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PARQUE DO CARMO;24
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PEDREIRA;69
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PENHA;34
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PERDIZES;12
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PERUS;58
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PINHEIROS;12
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PIRITUBA;57
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PONTE RASA;51
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;RAPOSO TAVARES;75
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;REPUBLICA;8
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;RIO PEQUENO;51
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SACOMA;126
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SANTA CECILIA;11
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SANTANA;27
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SANTO AMARO;9
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SAO DOMINGOS;37
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SAO LUCAS;34
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SAO MATEUS;57
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SAO MIGUEL;49
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SAO RAFAEL;188
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SAPOPEMBA;66
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SAUDE;25
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SE;9
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SOCORRO;18
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;TATUAPE;74
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;TREMEMBE;79
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;TUCURUVI;28
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA ANDRADE;62
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA CURUCA;100
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA FORMOSA;22
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA GUILHERME;44
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA JACUI;68
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA LEOPOLDINA;26
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA MARIA;90
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA MARIANA;38
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA MATILDE;63
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA MEDEIROS;75
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA PRUDENTE;29
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA SONIA;51
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;AGUA RASA;2573
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ALTO DE PINHEIROS;190
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ANHANGUERA;4641
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ARICANDUVA;2638
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ARTUR ALVIM;4319
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;BARRA FUNDA;164
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;BELA VISTA;1371
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;BELEM;1129
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;BOM RETIRO;895
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;BRAS;571
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;BRASILANDIA;14639
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;BUTANTA;2245
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CACHOEIRINHA;7077
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CAMBUCI;660
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CAMPO BELO;1273
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CAMPO GRANDE;3499
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CAMPO LIMPO;12992
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CANGAIBA;5876
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CAPAO REDONDO;15283
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CARRAO;2538
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CASA VERDE;2399
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CIDADE ADEMAR;7578
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CIDADE DUTRA;9060
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CIDADE LIDER;6621
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CIDADE TIRADENTES;14537
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CONSOLACAO;483
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CURSINO;1912
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ERMELINO MATARAZZO;3781
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;FREGUESIA DO O;6502
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;GRAJAU;12305
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;GUAIANASES;4061
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;IGUATEMI;11048
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;IPIRANGA;2437
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ITAIM BIBI;779
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ITAIM PAULISTA;11685
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ITAQUERA;7058
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JABAQUARA;6044
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JACANA;5366
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JAGUARA;1387
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JAGUARE;2243
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JARAGUA;16790
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JARDIM ANGELA;13555
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JARDIM HELENA;6942
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JARDIM PAULISTA;289
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JARDIM SAO LUIS;12293
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JOSE BONIFACIO;5083
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;LAJEADO;8676
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;LAPA;880
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;LIBERDADE;924
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;LIMAO;1940
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;MANDAQUI;3599
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;MARSILAC;218
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;MOEMA;736
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;MOOCA;1025
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;MORUMBI;701
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PARELHEIROS;4912
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PARI;536
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PARQUE DO CARMO;2888
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PEDREIRA;6311
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PENHA;2355
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PERDIZES;719
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PERUS;6406
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PINHEIROS;470
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PIRITUBA;7413
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PONTE RASA;4137
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;RAPOSO TAVARES;6464
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;REPUBLICA;273
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;RIO PEQUENO;4417
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SACOMA;15661
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SANTA CECILIA;780
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SANTANA;2113
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SANTO AMARO;1253
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SAO DOMINGOS;4464
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SAO LUCAS;5136
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SAO MATEUS;7390
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SAO MIGUEL;6003
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SAO RAFAEL;7524
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SAPOPEMBA;15989
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SAUDE;1113
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SE;620
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SOCORRO;1616
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;TATUAPE;1793
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;TREMEMBE;7486
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;TUCURUVI;2082
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA ANDRADE;4072
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA CURUCA;8351
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA FORMOSA;2633
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA GUILHERME;1628
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA JACUI;7514
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA LEOPOLDINA;1131
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA MARIA;5660
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA MARIANA;1134
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA MATILDE;3698
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA MEDEIROS;3793
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA PRUDENTE;3405
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA SONIA;3809
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;AGUA RASA;27
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;ANHANGUERA;6
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;ARICANDUVA;5
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;ARTUR ALVIM;28
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;BARRA FUNDA;1
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;BELA VISTA;12
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;BELEM;57
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;BOM RETIRO;31
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;BRAS;15
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;BRASILANDIA;49
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;BUTANTA;6
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CACHOEIRINHA;35
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CAMBUCI;4
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CAMPO BELO;4
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CAMPO GRANDE;8
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CAMPO LIMPO;40
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CANGAIBA;82
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CAPAO REDONDO;42
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CARRAO;3
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CASA VERDE;67
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CIDADE ADEMAR;23
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CIDADE DUTRA;22
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CIDADE LIDER;24
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CIDADE TIRADENTES;69
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CONSOLACAO;4
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CURSINO;5
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;ERMELINO MATARAZZO;31
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;FREGUESIA DO O;32
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;GRAJAU;48
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;GUAIANASES;19
